"","ds","dep_var","trend","season","holiday","print_launch","product_launch","solidcolor_launch","mb_status","sale_status","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","email_campaign_delivery","organic_impressions","intercept","depVarHat","solID","cluster","top_sol"
"3909",2022-10-02,638213,0,-242884.557658227,0,36472.4379605457,4285.43659993572,0,0,0,71106.4061920935,96174.7975762803,25045.0793237517,103997.602414925,35388.2935575474,35854.6961442538,20574.9657224988,0,0,12053.1261145625,0,362034.100400218,560102.384348386,"5_84_12",1,FALSE
"3910",2022-10-09,771555,0,-107543.853821323,-37701.5281865976,45590.5474506821,2142.71829996786,0,0,0,77452.0913336224,114019.973818668,22626.2003691441,101380.097717072,23625.5300443565,21428.5617339241,18979.0969954078,0,0,11169.8832277028,0,362034.100400218,655203.419382845,"5_84_12",1,FALSE
"3911",2022-10-16,654155,0,-2752.94978448451,0,68385.8211760231,262.37366938382,-461.514532010071,0,0,76195.5041885715,127970.304718111,23575.4521159312,96838.8997142615,36096.281744461,298.847986063443,17514.9954850655,0,0,11913.4189393312,0,362034.100400218,817871.535820927,"5_84_12",1,FALSE
"3912",2022-10-23,1069448,0,-22499.1269640559,0,36472.4379605457,0,-401.185835015291,0,56803.5289634135,65896.9795104528,129071.894609536,21175.3169116311,103161.66354685,52790.4443100581,4822.93468843584,16171.6848030685,0,0,15683.5898370566,0,362034.100400218,841184.262742196,"5_84_12",1,FALSE
"3913",2022-10-30,807437,0,-119599.475639174,0,45590.5474506821,0,-253.380527378078,0,37869.0193089423,56553.2643052233,137437.272152023,18009.1180751471,108885.428442209,56546.1152283828,0.989281752583956,14938.9506916337,0,0,19457.0889683689,0,362034.100400218,737469.038138031,"5_84_12",1,FALSE
"3914",2022-11-06,1713793,0,-135743.830761751,673621.632006822,68385.8211760231,0,-105.575219740866,0,94672.5482723559,77890.8031432212,169625.052616409,20602.1797977413,105048.263251406,71806.3908277885,1.05103237477886e-17,13807.34090443,0,0,41221.7260426974,0,362034.100400218,1562866.45245762,"5_84_12",1,FALSE
"3915",2022-11-13,731188,0,39760.4007725768,0,36472.4379605457,0,-3.01643484973903,0,18934.5096544712,98054.3695078793,183368.195504213,23999.7301294597,100031.790519093,60783.6682865019,4575.96926858166,12768.1469526613,0,0,33983.4938986665,0,362034.100400218,974763.796420018,"5_84_12",1,FALSE
"3916",2022-11-20,2793394,0,338324.4923929,928019.016873567,6512.93535009744,0,0,0,246148.625508125,139000.317129166,233703.44389818,42866.6129019503,121296.604601989,77765.3908493378,31541.9184461393,11813.3736352696,0,0,56178.7413210733,0,362034.100400218,2595205.57330801,"5_84_12",1,FALSE
"3917",2022-11-27,2009951,0,551023.322583167,0,0,0,0,-19592.2207161919,189345.096544712,143368.271775677,254041.683342959,60781.4649481006,130352.206747754,64151.0525396377,29458.0569183316,10935.7008340658,0,0,64206.4603503339,0,362034.100400218,1840105.19626876,"5_84_12",1,FALSE
"3918",2022-12-04,1584944,0,511351.441314216,0,52754.7763357893,0,0,-19592.2207161919,94672.5482723559,110147.148672913,234934.735849232,56399.4673483749,128223.525847821,61479.0209777031,13093.7553830489,10128.4409067907,0,0,51987.6137604677,0,362034.100400218,1667614.35435274,"5_84_12",1,FALSE
"3919",2022-12-11,1697501,0,244483.151729499,0,100299.204391501,0,0,-19592.2207161919,75738.0386178847,82981.5971123372,224544.735174398,49506.2747543861,129781.053902314,48973.1951550935,35794.651304151,9385.49410997092,0,0,42728.2456625797,0,362034.100400218,1386657.52159814,"5_84_12",1,FALSE
"3920",2022-12-18,581919,0,-61559.5511463112,0,68385.8211760231,0,0,-19592.2207161919,0,57317.7042113347,191179.2966804,37958.0294823135,131446.257634177,30863.3382394461,5396.91318163143,8701.30378616026,0,0,32173.4344164091,0,362034.100400218,844304.42734561,"5_84_12",1,FALSE
"3921",2022-12-25,863564,0,-226294.321362364,282340.955032589,36472.4379605457,0,0,0,227214.115853654,44544.0930449877,132367.572466905,24708.4064852498,130014.04858775,16981.8544535588,15930.5177912093,8070.81251785077,0,0,24568.3360310873,0,362034.100400218,1078952.92926324,"5_84_12",1,FALSE
"3922",2023-01-01,700012,0,-217210.563970594,154257.032927327,6512.93535009744,0,0,0,265083.135162596,39401.5765491037,107164.896423974,14482.741487123,134582.510640847,11117.0599513505,17156.8970434058,7489.42004925656,0,0,36305.1818566164,0,362034.100400218,938376.923871322,"5_84_12",1,FALSE
"3923",2023-01-08,590586,0,-136992.320467822,0,0,0,0,0,37869.0193089423,30768.8257681692,98232.2800688857,12071.8554927999,135448.731551371,7663.26212539148,5363.843845765,6952.94347904159,0,0,31162.552890614,0,362034.100400218,590575.094463377,"5_84_12",1,FALSE
"3924",2023-01-15,828218,0,-99039.9398922629,134617.850904148,69037.1147110329,0,0,0,0,26915.2566949992,86850.6311779003,10785.8309159895,129562.396222565,16714.8696189759,8093.47103124609,6457.580008703,0,0,27387.9652724589,0,362034.100400218,779417.127065973,"5_84_12",1,FALSE
"3925",2023-01-22,777044,0,-130798.279857291,0,95740.1496464324,0,0,-19592.2207161919,0,27521.7032432671,83713.3123414942,10959.5679802431,124248.512823048,22225.060499575,1219.43079443042,5999.87237411519,0,0,21857.3884733992,0,362034.100400218,605128.59800274,"5_84_12",1,FALSE
"3926",2023-01-29,609811,0,-185286.861258657,0,63826.7664309549,0,0,0,0,27876.1942933166,87072.3447662053,8472.5106118569,124397.564724732,18759.0482507832,68.5139127434323,5576.67697692564,0,0,15436.5136391371,0,362034.100400218,528233.372748217,"5_84_12",1,FALSE
"3927",2023-02-05,593941,0,-214544.431597544,0,31913.3832154775,0,0,0,0,28368.6646558093,94587.3210866534,5373.60274248612,128096.257990416,24826.1551101863,1472.57010658862,5185.13465652143,0,0,12848.325675653,0,362034.100400218,480161.084042466,"5_84_12",1,FALSE
"3928",2023-02-12,561566,0,-211277.614787784,0,3907.76121005846,0,0,0,0,29812.188456632,89044.5536207571,3504.72275241154,134095.145751064,23763.2867633399,6.94324954033935,4822.64399320155,0,0,14872.2301832809,0,362034.100400218,454585.96159272,"5_84_12",1,FALSE
"3929",2023-02-19,619856,0,-189744.667971437,-17996.5277458999,0,0,0,-19592.2207161919,0,32114.7918584034,68652.206644689,3824.64824929967,137092.534972889,23900.5830265817,137.895032721757,4486.83700212081,0,0,10481.7530596987,0,362034.100400218,415391.933813093,"5_84_12",1,FALSE
"3930",2023-02-26,510636,0,-154757.418986184,0,0,0,0,0,0,34049.5995961397,56267.7081590121,4944.72701244113,139606.282226296,23230.0806574797,33.9706466834588,4175.5570602813,0,0,8498.92969408069,0,362034.100400218,478083.536466449,"5_84_12",1,FALSE
"3931",2023-03-05,676609,0,-104817.33134992,0,35821.1444255359,0,0,0,0,33632.4094010428,70577.9721385452,5148.17079456308,141780.226906438,16278.809775784,0.00590060568041812,3886.83890138149,0,0,7400.9765724031,0,362034.100400218,571743.323866598,"5_84_12",1,FALSE
"3932",2023-03-12,882591,0,-53892.3298975369,0,104858.259136569,0,0,0,0,31625.9396644021,89694.4878538577,4224.73177736398,142150.865343003,32079.8188023342,6.2687604198128e-20,3618.89051272688,0,0,5230.06600610923,0,362034.100400218,721624.829599047,"5_84_12",1,FALSE
"3933",2023-03-19,773232,0,-28365.3081344345,0,72944.8759210913,0,0,-19592.2207161919,56803.5289634135,30632.9826471544,97183.5496946809,3351.69200891043,140012.994749228,45224.4025367607,5.74219125590417e-66,3370.07677245704,0,0,2600.86644311089,0,362034.100400218,766201.541286399,"5_84_12",1,FALSE
"3934",2023-03-26,521967,0,-36122.0793309863,0,41031.4927056139,0,0,0,18934.5096544712,25948.0920837982,86586.2894718125,3064.40236713543,133931.173229772,34212.3916156805,1.62495672944605e-166,3138.90467242936,0,0,2689.78825885635,0,362034.100400218,675449.065128801,"5_84_12",1,FALSE
"3935",2023-04-02,620251,0,-51181.7836942594,0,9769.40302514616,4635.26815911414,0,0,0,25407.5915604835,81170.0130622224,3852.82718193664,129247.360073926,34535.2295158664,0,2924.00998103944,0,0,7056.23415421058,0,362034.100400218,609450.253419904,"5_84_12",1,FALSE
"3936",2023-04-09,712058,0,-41218.2957756377,0,0,6428.15489990358,0,-19592.2207161919,0,32462.5217557074,81906.097159223,5003.27812223406,135445.978041035,29359.2347855971,0,2724.14521020146,0,0,10059.9660040264,0,362034.100400218,604612.959886317,"5_84_12",1,FALSE
"3937",2023-04-16,764583,0,-6666.40384637628,0,0,4285.43659993572,0,0,0,34828.8713824696,97075.7884558866,6276.89888286381,142602.256380959,26766.3555575543,0,2538.16876105833,0,0,10530.3096901282,0,362034.100400218,680271.782264697,"5_84_12",1,FALSE
"3938",2023-04-23,790696,0,20421.3745711387,0,0,2142.71829996786,0,0,0,33714.2862705038,121051.934917296,9297.27015329732,145397.002054351,23539.7116573847,0,2365.03513332564,0,0,11436.5495768564,0,362034.100400218,731399.98303434,"5_84_12",1,FALSE
"3939",2023-04-30,885338,0,20247.2913656002,0,0,262.37366938382,0,0,0,39424.7218865379,143455.888422481,11494.2912984426,145852.822545849,17732.4550821577,0,2203.78609321414,0,0,6827.65964143221,0,362034.100400218,749535.390405317,"5_84_12",1,FALSE
"3940",2023-05-07,1354394,0,17140.4374789567,0,0,0,0,-19592.2207161919,0,51910.4353596827,169197.152903924,14686.2771694192,145931.470963599,14146.8972147393,0,2053.54270444435,0,0,7328.11042980644,0,362034.100400218,764836.203908598,"5_84_12",1,FALSE
"3941",2023-05-14,946631,0,55547.7219590475,0,0,0,0,0,37869.0193089423,61277.6105716809,175333.538025299,17126.6239941024,143327.579098698,16919.6354933781,0,1913.49813585483,0,0,14023.7148092497,0,362034.100400218,885373.041796471,"5_84_12",1,FALSE
"3942",2023-05-21,952822,0,144988.661089431,0,0,0,0,0,113607.057926827,56177.1019485422,167873.508216565,17973.331764508,136131.591500368,18542.5057639702,0,1782.91116745712,0,0,14198.7516325863,0,362034.100400218,1033309.52141047,"5_84_12",1,FALSE
"3943",2022-01-02,654913,0,-210024.811562743,0,0,0,0,0,37908.8935834852,97898.1153139894,171670.155672106,55789.8597907311,105014.82108844,39396.2702902237,0,0,106052.149649091,0,9012.39559059554,0,340348.910873134,753066.760289053,"5_84_17",1,FALSE
"3944",2022-01-09,1098519,0,-128538.980374158,0,105282.282295482,0,0,0,75817.7871669705,88643.1828130516,149460.604416549,43181.5573627568,105802.330293497,28275.9325529409,1712.53392388753,0,51923.3749474792,0,6983.19840653699,0,340348.910873134,868892.714678128,"5_84_17",1,FALSE
"3945",2022-01-16,963182,0,-103226.77424955,137556.27548694,91519.8924529352,0,0,0,189544.467917426,117952.501570633,160542.233852377,39864.1316213721,112238.802555036,27343.3220385218,16106.1066892978,0,2553.83568836272,0,7420.27635020017,0,340348.910873134,1139763.98284669,"5_84_17",1,FALSE
"3946",2022-01-23,557152,0,-144676.971008032,0,57802.0373386959,0,0,0,0,111167.128336862,167862.962921503,42333.1674243963,119061.568994448,23695.5004304619,25.0417413237665,0,1.18053342087778,0,7928.70372267596,0,340348.910873134,725549.231308889,"5_84_17",1,FALSE
"3947",2022-01-30,594670,0,-198661.817164224,0,24084.1822244566,0,0,0,0,94127.7783863407,159929.752598799,43225.3288005756,122671.135631676,16007.6196691928,1712.53417475837,56212.2234477148,1.03757009173629e-06,3022.68166873582,11583.3453483822,0,340348.910873134,674263.675660579,"5_84_17",1,FALSE
"3948",2022-02-06,893466,0,-222175.009446952,0,688.119492127333,7814.91467495462,0,0,0,100147.638137198,164191.494746267,42473.6482910678,121649.359682013,23647.7704136076,16106.1066892978,106893.65485872,3.36335489787783e-16,31384.6221203677,10740.5866724982,0,340348.910873134,743911.817204301,"5_84_17",1,FALSE
"3949",2022-02-13,836533,0,-214385.292742645,0,0,8416.06195764343,0,0,18954.4467917426,124994.347191889,173945.7049227,43638.8887340604,118297.771896313,34575.4866717997,14467.2741655085,116764.172011288,7.31939025490633e-30,36942.7130018119,6970.27590567659,0,340348.910873134,823930.761380923,"5_84_17",1,FALSE
"3950",2022-02-20,726653,0,-189863.014897672,-18389.3540997474,0,5470.44027246823,0,0,0,124958.070780696,171592.096997488,45490.3285269308,122507.351387139,32132.2581485985,34477.2755581023,124602.639536381,1.84846374556023e-48,36942.874540902,6313.21906133692,0,340348.910873134,836583.096685757,"5_84_17",1,FALSE
"3951",2022-02-27,884322,0,-151032.975249489,0,0,2524.81858729303,0,0,0,125206.17320835,156892.035058187,49947.2942883647,128003.293227894,34345.7135914067,30576.782586187,128687.06179748,9.0028399804262e-73,36175.6845218475,5855.4963571573,0,340348.910873134,887530.288847812,"5_84_17",1,FALSE
"3952",2022-03-06,854156,0,-97781.686319805,0,0,180.344184806645,0,-18978.8267609938,0,133199.882300189,153064.884083496,56238.7163372161,130444.683427472,28144.383508684,139.591724845441,129992.742169973,1.36116674174312e-103,15920.6386445373,6229.79783398098,0,340348.910873134,877144.062007535,"5_84_17",1,FALSE
"3953",2022-03-13,1041636,0,-48148.8522874569,0,89455.5339765532,0,0,0,0,129909.067540227,175643.781403773,60892.0387380767,136388.980376786,48832.7236343986,1.06641598032962e-10,130487.595118267,1.00076894507857e-141,0.610342249596335,6617.11055383991,0,340348.910873134,1070427.50026985,"5_84_17",1,FALSE
"3954",2022-03-20,1023846,0,-28451.266902239,0,96336.7288978266,0,0,-18978.8267609938,18954.4467917426,116440.532603075,199700.476070433,54780.1251432154,143832.568885674,51616.5551013825,7903.95972673722,130566.411616141,5.47286247041552e-188,6.49489581441596e-32,8483.40772590416,0,340348.910873134,1121534.02977203,"5_84_17",1,FALSE
"3955",2022-03-27,984190,0,-40516.9392494403,0,62618.8737835873,0,0,0,0,97827.3812262721,204015.308731532,53190.6961044753,145399.933637164,78984.8627382567,33391.4867960349,130294.293853429,3.33299939697603e-243,3.47061768800591e-151,13037.0922193443,0,340348.910873134,1118591.90071379,"5_84_17",1,FALSE
"3956",2022-04-03,1024756,0,-53287.3077164148,0,28901.018669348,0,0,-18978.8267609938,18954.4467917426,88099.4435824698,186608.087876213,55347.4392904821,143455.205833715,75745.9175051177,34785.8109235228,128803.425257535,3.31916855511554e-308,0,17019.018487716,0,340348.910873134,1045802.59061359,"5_84_17",1,FALSE
"3957",2022-04-10,1010760,0,-37197.5802945335,0,2064.358476382,0,0,0,0,94488.7793929581,171530.988328928,50600.0566642166,145233.687097338,83638.5232778713,19503.8761189202,126123.274563179,0,0,12246.9438460849,0,340348.910873134,1008581.81834448,"5_84_17",1,FALSE
"3958",2022-04-17,1048608,0,-259.468201278478,0,0,0,-98.647232668843,-18978.8267609938,0,98352.7447299505,169234.521238814,52949.5438733514,148572.955770113,82724.7693962676,33639.9296385731,122992.695234335,0,0,8100.82593833327,0,340348.910873134,1037579.95449793,"5_84_17",1,FALSE
"3959",2022-04-24,962334,0,22934.4198356795,0,0,0,-187.5515287778,0,0,91600.9995839695,175848.694115625,54625.4850929602,149105.554795536,68471.8675476835,308.381998300016,119401.64852668,0,0,7662.76593260987,0,340348.910873134,1030121.1767734,"5_84_17",1,FALSE
"3960",2022-05-01,1008991,0,19114.6721650419,0,0,0,-127.8760423485,0,37908.8935834852,86424.6972861862,197709.066662129,59966.4064354472,148361.355156832,60601.8166669623,1712.53482702263,115391.040212674,0,0,6738.96897649534,0,340348.910873134,1074150.48680306,"5_84_17",1,FALSE
"3961",2022-05-08,1075978,0,20507.0023016404,0,0,0,-68.2005559192001,0,0,91162.4835655397,216761.114414618,72471.8850506016,146510.049451457,56202.5186091368,16106.1066892978,111020.157019472,0,0,6254.4419199946,0,340348.910873134,1077276.46933897,"5_84_17",1,FALSE
"3962",2022-05-15,1285122,0,70416.9650076114,0,0,0,-12.1786706998572,0,0,107045.851954209,226984.069197971,63361.5337308786,143501.438392886,61749.3389884885,25.0417413237665,106358.070231434,0,0,6212.76336055887,0,340348.910873134,1125991.8048078,"5_84_17",1,FALSE
"3963",2022-05-22,1475683,0,168119.943175062,0,0,0,0,0,56863.3403752279,126311.043094008,242074.143567508,59904.2907203375,140923.182405579,58243.3155279306,13930.0060500253,101478.474652696,0,0,8072.09836366736,0,340348.910873134,1316268.74880518,"5_84_17",1,FALSE
"3964",2022-05-29,1485880,0,259649.468120304,-161174.142425127,0,0,0,0,75817.7871669705,130610.397078255,260352.744999687,69468.040636616,138962.000971027,56004.868611481,33951.1531265227,96455.5634529055,0,0,8470.55058231154,0,340348.910873134,1308917.34319409,"5_84_17",1,FALSE
"3965",2022-06-05,1260758,0,288414.664283266,0,0,0,0,-18978.8267609938,0,120444.878663707,260399.557276636,73200.7394563323,135933.341425203,66321.9171107225,16949.8666737069,91360.6252128291,0,0,11205.9758674449,0,340348.910873134,1385601.65008199,"5_84_17",1,FALSE
"3966",2022-06-12,1785492,0,249399.61061799,0,55737.6788623139,0,0,0,0,122304.438307011,256834.172359338,76548.3177639615,132736.755609075,61705.4519009389,15124.0143277397,86259.3893046336,0,0,10527.0320009643,0,340348.910873134,1407525.7719271,"5_84_17",1,FALSE
"3967",2022-06-19,1324483,0,187757.363903014,0,105970.401787609,3306.31005478849,-66.9826888492144,0,0,136257.574817467,262585.245402846,85892.1604481915,131503.686852354,54639.4870701245,21373.7885298989,81210.1571554116,0,0,7121.79385765533,0,340348.910873134,1417899.89806365,"5_84_17",1,FALSE
"3968",2022-06-26,1429763,0,147908.666878206,0,72252.5466733699,9678.47125128995,-196.0765982677,0,0,149301.437580087,277530.552108733,83995.2237767839,131720.43634783,69143.1331378771,10719.9186958613,76262.6976809966,0,0,5941.31798637006,0,340348.910873134,1374607.23639227,"5_84_17",1,FALSE
"3969",2022-07-03,1398221,0,132442.725623515,85418.3401767028,38534.6915591306,6732.84956611475,-136.4011118384,0,0,152171.020186315,287872.394094264,80328.6548484065,132062.620221365,78661.9271328927,31698.4207498392,71457.8239943747,0,0,6860.24712693211,0,340348.910873134,1444454.22504115,"5_84_17",1,FALSE
"3970",2022-07-10,1315327,0,111389.902807213,0,6881.19492127333,3787.22788093955,-76.7256254091001,-18978.8267609938,18954.4467917426,142825.378407573,285749.176944986,78370.3837229823,131845.484341389,76337.0328718806,2855.77582208044,66827.5268860003,0,0,9782.13588850213,0,340348.910873134,1256899.02577329,"5_84_17",1,FALSE
"3971",2022-07-17,1252591,0,62225.7178974046,0,55737.6788623139,901.720924033225,-18.2680060497858,0,0,125553.98272428,277384.133324528,73541.9297992471,131695.464052129,77507.2609915361,16106.1076525903,62395.5227566499,0,0,8433.56299685224,0,340348.910873134,1231813.72484865,"5_84_17",1,FALSE
"3972",2022-07-24,1138504,0,-6311.83235575458,0,105970.401787609,0,0,0,0,110661.084296521,268798.13083897,70627.0986937676,131899.992407238,74420.0847061628,2836.24954161242,58178.0762240754,0,0,9761.24715632918,0,340348.910873134,1167189.44416967,"5_84_17",1,FALSE
"3973",2022-07-31,1000073,0,-64287.2524293655,0,72252.5466733699,0,0,0,0,110406.647000883,261808.576795375,71338.4081064209,132109.796034766,72462.9863749401,28704.4748264303,54184.9741441123,0,0,9551.34403190018,0,340348.910873134,1088881.41243197,"5_84_17",1,FALSE
"3974",2022-08-07,1094489,0,-83882.2313695976,0,38534.6915591306,0,-186.333661707815,-18978.8267609938,0,117992.390927947,252233.091486824,75829.0159274519,132192.240324266,66194.1531960077,34007.153821435,50420.5516776023,0,0,11937.6365804982,0,340348.910873134,1016642.444582,"5_84_17",1,FALSE
"3975",2022-08-14,989555,0,-54441.6890044056,0,6881.19492127333,7814.91467495462,-161.9763203081,0,0,104732.096389472,235428.086263622,72812.3537740194,130919.937195104,71492.0233339192,14085.3130669409,46884.6968900035,0,0,11387.8096657281,0,340348.910873134,988183.671723457,"5_84_17",1,FALSE
"3976",2022-08-21,870487,0,9789.36596527723,0,0,8416.06195764343,-102.3008338788,0,0,79338.6259853341,213377.767006236,60764.1401021135,126180.967744744,64869.2079868841,33102.0685981494,43573.7844970586,0,0,13044.0720653914,0,340348.910873134,992702.671948087,"5_84_17",1,FALSE
"3977",2022-08-28,882402,0,65616.2767618705,0,0,5470.44027246823,-42.6253474495001,0,75817.7871669705,57010.3309776698,186241.516932058,49419.9672858026,119137.899261405,64258.1075127444,8328.73434017253,40481.5097180161,0,0,14715.1333652413,0,340348.910873134,1026803.9891201,"5_84_17",1,FALSE
"3978",2022-09-04,842418,0,55497.910579033,-8315.87628631255,0,2524.81858729303,-1.21786706998572,0,75817.7871669705,53537.1792904549,159430.86947675,39697.6533077687,114331.813935598,67538.2348382285,213.053895970051,37599.6090088965,0,0,14089.6112310109,0,340348.910873134,952310.358037726,"5_84_17",1,FALSE
"3979",2022-09-11,833846,0,-47966.9587290772,0,55737.6788623139,1382.63875018428,0,0,0,64612.4459239258,130779.563675838,33476.3358246785,113360.548748772,74065.9610711906,6595.84765070842,34918.4658252342,0,0,12664.5114679004,0,340348.910873134,819975.949944803,"5_84_17",1,FALSE
"3980",2022-09-18,782086,0,-198425.158641321,0,105970.401787609,6432.27592477034,0,-18978.8267609938,0,69861.4985071253,100788.495991286,30418.22515131,111207.203437736,63571.1063324338,16246.1432889084,32427.6070894912,0,0,12899.4412182498,0,340348.910873134,672767.32419974,"5_84_17",1,FALSE
"3981",2022-09-25,508056,0,-291110.189014868,0,72252.5466733699,8836.86505552561,0,0,0,66349.5993249757,90346.0187675775,26354.0701540749,109179.560388041,49332.0011917307,13517.860348812,30116.1004901374,0,0,15104.4751891447,0,340348.910873134,530627.819441656,"5_84_17",1,FALSE
"3982",2022-10-02,638213,0,-249841.43604047,0,38534.6915591306,5891.2433703504,0,0,0,70854.8481191969,105013.839893079,23399.0185152917,110716.137168017,33027.7969587946,33708.4431986647,27972.8649044956,0,0,15515.0237325066,0,340348.910873134,555141.382252191,"5_84_17",1,FALSE
"3983",2022-10-09,771555,0,-110624.204087335,-38524.4732602878,48168.3644489133,2945.6216851752,0,0,0,76904.0967711812,123850.992223501,21011.8567190286,107440.135025383,21925.9091036134,17750.4785284755,25986.9068124886,0,0,14579.7183150382,0,340348.910873134,651764.313158309,"5_84_17",1,FALSE
"3984",2022-10-16,654155,0,-2831.80179972885,0,72252.5466733699,360.68836961329,-186.333661707815,0,0,75758.4596090669,136989.634493451,21956.4068311459,103563.999285447,34327.7753169225,344.428436678503,24147.4951177581,0,0,15338.6003499526,0,340348.910873134,822370.809895103,"5_84_17",1,FALSE
"3985",2022-10-23,1069448,0,-23143.5635289191,0,38534.6915591306,0,-161.9763203081,0,56863.3403752279,65980.137441571,138489.083576491,19190.5131454852,110099.108127739,50302.6772389279,2797.04163951112,22444.2857435307,0,0,19158.8997018075,0,340348.910873134,840903.149573329,"5_84_17",1,FALSE
"3986",2022-10-30,807437,0,-123025.131904125,0,48168.3644489133,0,-102.3008338788,0,37908.8935834852,57008.4138467061,144897.542730624,16655.8261419025,115215.74207861,53451.8210619523,2.66685015715417,20867.4060278596,0,0,22821.1332586337,0,340348.910873134,734219.288163974,"5_84_17",1,FALSE
"3987",2022-11-06,1713793,0,-139631.905536262,688325.375601709,72252.5466733699,0,-42.6253474495001,0,94772.2339587131,77170.980374678,176156.461060088,19275.8470181859,111174.082658867,68273.5447963329,2.02984929000019e-12,19407.5075113647,0,0,41666.5103961047,0,340348.910873134,1569149.47003883,"5_84_17",1,FALSE
"3988",2022-11-13,731188,0,40899.2474546013,0,38534.6915591306,0,-1.21786706998572,0,18954.4467917426,96309.525751105,191788.421013039,21814.017411153,107040.506819968,57135.8167771444,4664.82307099233,18055.7943188859,0,0,35829.7703733124,0,340348.910873134,971374.754347139,"5_84_17",1,FALSE
"3989",2022-11-20,2793394,0,348015.031676272,948275.720380306,6881.19492127333,0,0,0,246407.808292654,134405.552229497,236624.381261596,40552.4466875319,129158.450758554,74071.0382196462,28851.0719271747,16804.0330579606,0,0,53603.3284400682,0,340348.910873134,2603998.96872567,"5_84_17",1,FALSE
"3990",2022-11-27,2009951,0,566806.13841119,0,0,0,0,-18978.8267609938,189544.467917426,138686.400447632,261352.098887977,56378.4511788995,137001.698489522,60487.3622547602,25888.0775784127,15644.5490271753,0,0,60067.819590719,0,340348.910873134,1833227.14789585,"5_84_17",1,FALSE
"3991",2022-12-04,1584944,0,525997.945901031,0,55737.6788623139,0,0,-18978.8267609938,94772.2339587131,107577.718415399,241175.115157083,51625.1987741659,135388.974692135,58248.1543274311,14372.2161872818,14570.2125569724,0,0,50405.6126914936,0,340348.910873134,1671241.14563616,"5_84_17",1,FALSE
"3992",2022-12-11,1697501,0,251485.818220479,0,105970.401787609,0,0,-18978.8267609938,75817.7871669705,81722.4246303553,226653.03033852,47442.8065909107,137696.873322628,46097.9066414375,33539.320893389,13574.4184900481,0,0,42756.8264579541,0,340348.910873134,1384127.69865244,"5_84_17",1,FALSE
"3993",2022-12-18,581919,0,-63322.7851481739,0,72252.5466733699,0,0,-18978.8267609938,0,57562.4289415588,200145.738670838,35682.772435533,138684.143132975,28600.6788858692,5100.90790102056,12651.061135305,0,0,33947.8902213037,0,340348.910873134,842675.466961739,"5_84_17",1,FALSE
"3994",2022-12-25,863564,0,-232776.009978095,288503.864315604,38534.6915591306,0,0,0,227453.361500911,45358.0748252574,137589.170073473,23593.3034058146,137513.333397355,15518.3116410657,12518.9768725545,11794.5064817343,0,0,27317.9597291439,0,340348.910873134,1073268.45469708,"5_84_17",1,FALSE
"3995",2023-01-01,700012,0,-223432.068917023,157624.139552324,6881.19492127333,0,0,0,265362.255084397,40469.0565133645,113150.003329364,13922.8411257794,142591.721861089,10143.5272866372,13098.5339424316,10999.5630188082,0,0,37454.3841675692,0,340348.910873134,928614.062759148,"5_84_17",1,FALSE
"3996",2023-01-08,590586,0,-140916.155403994,0,0,0,0,0,37908.8935834852,32091.2985661324,108128.419400598,11638.8515752683,142642.213970635,6906.28281387646,3882.85019671468,10261.452160748,0,0,33299.3292324934,0,340348.910873134,586192.346969092,"5_84_17",1,FALSE
"3997",2023-01-15,828218,0,-101876.71479248,137556.27548694,72940.6661654973,0,0,0,0,28234.1918345433,96079.3485233825,9767.38198392797,137082.291001232,15449.6413523441,5326.01006760891,9575.77899767517,0,0,29948.0299949247,0,340348.910873134,780431.81148873,"5_84_17",1,FALSE
"3998",2023-01-22,777044,0,-134544.700520453,0,101153.565342718,0,0,-18978.8267609938,0,28863.2569244793,92465.3444479747,10023.8414175139,131995.790026353,20384.8723615149,684.651913043445,8938.50388330643,0,0,24955.8424378302,0,340348.910873134,606291.052346421,"5_84_17",1,FALSE
"3999",2023-01-29,609811,0,-190593.984000556,0,67435.7102284786,0,0,0,0,29262.04864471,96597.8420326214,7462.58325289791,131919.915746514,16795.2713439848,58.850768899738,8345.91520469267,0,0,18843.4456415805,0,340348.910873134,526476.509736958,"5_84_17",1,FALSE
"4000",2023-02-05,593941,0,-220689.571216967,0,33717.8551142393,0,0,0,0,29748.5029821939,103982.526786408,4900.97290020072,135534.4969096,22709.4119145165,758.336520539071,7794.60355456596,0,0,16229.1640227546,0,340348.910873134,475035.210361185,"5_84_17",1,FALSE
"4001",2023-02-12,561566,0,-217329.183834167,0,4128.716952764,0,0,0,0,31174.2522626527,99491.3972809719,3233.91538908579,141769.489903187,21567.8319924238,6.69951773257759,7281.43743296098,0,0,18298.9722855443,0,340348.910873134,449972.440056289,"5_84_17",1,FALSE
"4002",2023-02-19,619856,0,-195179.474496329,-18389.3540997474,0,0,0,-18978.8267609938,0,33453.5899520663,77962.8317103463,3519.37531117782,144599.897949603,21741.1470362761,63.5609321677299,6803.54053521055,0,0,13843.7557688039,0,340348.910873134,409788.954711715,"5_84_17",1,FALSE
