"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","cluster","top_sol"
"90","5_87_6",0,0.450992733566543,0.306893278428233,0.931239518206026,0.100216554667982,0.360745411023486,0.389146811365978,0.7807610569862,0.30454691192133,0.778808233862379,0.694113823408993,0.342646127944212,0.178532943206459,0.238973465570486,1,FALSE
"91","5_88_13",0,0.443763199267062,0.315096050360734,0.919642504753996,0.100323430054823,0.422150214425934,0.298817516703473,0.649602437158949,0.349453651556523,0.959089876804808,0.464514986588686,0.498952835665598,0.318164792799091,0.213886444704031,1,FALSE
"92","5_88_17",0,0.451761763536198,0.306935652730284,0.930561727836749,0.100201942686803,0.360924777525182,0.386804857201473,0.779541647190205,0.309433100865252,0.776757605953016,0.716565461269765,0.338867658788305,0.181299368160154,0.239701951413458,1,FALSE
"93","5_90_10",0,0.453995610285894,0.298247207186404,0.870437701175408,0.0989537405695667,0.295887439465507,0.41181452083312,0.754169726519887,0.204948683878256,0.225744655628098,0.606996511720852,0.64905633343479,0.364731633251616,0.17437788494736,1,FALSE
"94","5_90_12",0,0.73154852783551,0.249893996097369,0.733826237295015,0.0957600484715099,0.0649653500520175,0.410149027888668,0,0.875292860784466,0.297151862168915,0.870326469387316,0.448801252685992,1,0.891972681607599,4,FALSE
"95","5_91_1",0,0.498553224969437,0.282487348287031,0.846939626995041,0.0973429283687922,0.22386029560478,0.564084675222157,0.57682037116203,0.32636952225212,0.398574619712213,0.818708125155304,0.660476507150266,0.651386790356223,0.3216094682043,2,FALSE
"96","5_91_4",0,0.49518047548668,0.28399024027468,0.844839883647589,0.0979706700959317,0.245272344743118,0.505121768315601,0.702788535487132,0.346879585410571,0.369434699423006,0.661556694277442,0.617630182069186,0.57624374089428,0.337439712487393,1,FALSE
"97","5_92_10",0,0.461948196112556,0.290311091487063,0.847152916920862,0.0990104009747677,0.329865275157402,0.434946267963724,0.639590185553023,0.322155875256389,0.38247521460761,0.696729380371734,0.394703445642666,0.265314199867719,0.325187136252353,1,FALSE
"98","5_92_18",0,0.526039920368347,0.268461114368625,0.795623697861347,0.0969546423541685,0.193384670338311,0.352055549827257,0.405004515307945,0.447769518634142,0.415457624957522,0.841440798345512,0.464485710023992,0.707109983335644,0.498978808158347,2,FALSE
"99","5_92_2",0,0.451271634638504,0.29644497295335,0.887594746097703,0.0986081059701795,0.306740804049666,0.482777664266535,0.64119390204595,0.213838567163433,0.567611651085011,0.615901592814574,0.555201836133245,0.4022606400828,0.236540211174031,1,FALSE
"100","5_92_5",0,0.634616176285746,0.26001537161219,0.731687056464466,0.0968542212704502,0.057033599492755,0.662655231539131,0.0692614525126938,0.68926711351833,0.000214568337675543,0.905361639689472,0.709129523538827,0.796615594894369,0.607619175386415,4,FALSE
"101","5_92_7",0,0.544097461727311,0.270022215810551,0.771520583621721,0.0970381478610828,0.164811072634483,0.633013962271178,0.26855974690043,0.437435312336751,0.179289796981543,0.93595581520041,0.528481405618511,0.672284598982078,0.424283069653,2,FALSE
"102","5_93_1",0,0.508379877703543,0.28226709213974,0.808523987648296,0.0976601300132718,0.179974697271113,0.510854999742011,0.536539709447938,0.291826940804282,0.183236187269798,0.780223333702078,0.540641039795599,0.454981565637284,0.306421805582569,2,FALSE
"103","5_93_10",0,0.265056466791138,0.395232488905273,0.927102259729048,0.0950180086028241,0.73148962998561,0.0729264247206165,0.491330436714538,0.0605887352575592,0.452084512178471,0.143849102578577,0.191500060484121,0.0874783876790238,0.249844168406084,3,FALSE
"104","5_93_12",0,0.450900616648187,0.313447642303411,0.923711151365043,0.10041865362095,0.353076199535764,0.338577624589236,0.77004470032762,0.302730665552566,0.75720777933396,0.670106765090485,0.331891769153426,0.158698106931026,0.213210486567935,1,FALSE
"105","5_93_15",0,0.522997616959612,0.273220755226439,0.808878130074374,0.096369794686683,0.19897798827291,0.749349507360989,0.121984532789831,0.379839630450235,0.355150992747138,0.946145515284708,0.73946681902437,0.661651966021039,0.45873760757408,2,FALSE
"106","5_93_16",0,0.633001140157688,0.260035782683175,0.732764790131074,0.0968562761625927,0.0556634589507533,0.653808937630244,0.0875016674821954,0.680139857536549,0.000971308093669381,0.905445973988172,0.711652559131733,0.793575282510262,0.607058234537375,4,FALSE
"107","5_93_17",0,0.456433152715586,0.30113693935742,0.863467807494815,0.0992022332367793,0.321559584103278,0.411076172147898,0.653040095914461,0.280665191977685,0.440416815325346,0.534579889788356,0.611031861053502,0.333094386893044,0.157997110099508,1,FALSE
