"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","collab_spend","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","sms_cost","cj_cost","fig_cost","linkby_cost","cluster","top_sol"
"99","5_98_14",0,0.0481525444055005,0.233526988217289,0.57127465192288,0.0469280708018732,0.3176957924328,0.211460570935579,0.517614174868455,0.294178632165652,0.0976854590351131,0.738711042752645,0,0.105766275215411,0.457501037572443,0.227418643601593,0,0.211852975987374,0,0,5,FALSE
"100","5_98_16",0,0.0460391130508802,0.233807622421748,0.509432399484699,0.0464010678584927,0.367459421239801,0.21572702487584,0.540409829391199,0.178540693600627,0.219319857760164,0.67134492621733,0,0.0470033769027875,0,0.183874218458314,0,0.111636998775542,0,0,6,FALSE
"101","5_98_2",0,0.0436822235392541,0.233871854845445,0.560742419627279,0.0469145641129824,0.325377209551722,0.120237279581517,0.561941986969431,0.00334787583615849,0.0996863735083964,0.692949470321299,0,0.274456524002635,0.261672418210886,0.210986161287624,0,0.284483425847082,0,0,5,FALSE
"102","5_98_3",0,0.0401215041994418,0.252595904748734,0.570273989301283,0.0473254526103116,0.318630167181049,0.0852156870028943,0.521239989146295,0.333836028474678,0.135518131510234,0.71224255614434,0,0.0630252544670364,0.17370436813487,0.019343188720071,0,0.105617422716433,0,0,6,FALSE
"103","5_98_4",0,0.0421647316649877,0.23535546609552,0.511313652585999,0.0468792104161124,0.329902235864535,0.216075941608325,0.548733621553077,0.328888007732892,0.151437209108092,0.658782473719037,0,0.103799311389846,0,0.118081382130096,0,0.124265010418887,0,0,6,FALSE
"104","5_98_8",0,0.0400804532847787,0.233965005584203,0.500501245472389,0.0469147587445571,0.366515731432066,0.203512226689677,0.580732123659604,0.228531259689266,0.190278462113898,0.785542679452492,0,0.0137979100830882,0.889608118266547,0,0,0.154466518617926,0,0,7,FALSE
"105","5_99_1",0,0.0404264023029807,0.235848180780318,0.561750820551546,0.0466556921826804,0.31837217495336,0.0848854307292524,0.5442749352363,0.319609631989199,0.0612012492587768,0.741771522272639,0,0.221512770333344,0.357290783317246,0.239448015813568,0,0.168976832992692,0,0,5,FALSE
"106","5_99_10",0,0.0390707973163093,0.229136969136604,0.474626370215464,0.0466865178768183,0.343881927079599,0.221383972118139,0.579257949705224,0.179600950615452,0.190138157205784,0.754423886119543,0,0.00749872249214502,0.842784086134792,0.0460016332580554,0,0.146903789202492,0,0,7,FALSE
"107","5_99_11",0,0.0835024851442136,0.229935713399863,0.569590517834087,0.0460085325233603,0.387877599252385,0.276909097645204,0.468276026645916,0,0.34534857927024,0.660260940062056,0,0.0176019018641997,0.366643937622986,0.13620527499332,0,0.140025336478592,0,0,5,FALSE
"108","5_99_13",0,0.0462239783217003,0.230543716441987,0.553629962054176,0.0466594950747953,0.32176547757702,0.146056054313062,0.586848697069562,0.00355284207223487,0.00103045457708807,0.723643823801466,0,0.357818929237307,0.921207239406928,0.131429964646887,0,0.270794049962982,0,0,7,FALSE
"109","5_99_18",0,0.0718007757865799,0.226379760766957,0.526455472408525,0.0462128618098053,0.351319830022041,0.254045266195879,0.509735860677915,0.00385305898273454,0.277521576170651,0.579286385552917,0,0,0.487427000469175,0.238150239501282,0,0.128416682700385,0,0,5,FALSE
"110","5_99_19",0,0.0394828684747239,0.232056350299354,0.500431639702566,0.0469018389636069,0.364331702558283,0.200039993070331,0.595591488692804,0.196936795357743,0.180573915019898,0.769535643044659,0,0.0288827265737285,0.9672141271644,0,0,0.157018759526961,0,0,7,FALSE
"111","5_99_6",0,0.0655989861031682,0.230120170777276,0.577383765776212,0.0460205461533619,0.33983161204477,0.233113412769471,0.488058175915256,0.0998002556274375,0.23930161040641,0.627596672255246,0,0.0138456123401916,0.557502535093327,0.24114914616513,0,0.139104289446084,0,0,5,FALSE
"112","5_99_9",0,0.0459858826743621,0.22677375489292,0.478681673282598,0.0465903041378748,0.378555631107776,0.257549003912113,0.577266840669525,0.130687259622018,0.26305472553919,0.687261073852722,0,0,0.900759086398545,0,0,0.185786901311806,0,0,7,FALSE
